Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,min_salary,max_salary,avg_salary,company_text,job_state,same_state,age,python_yn,rstudio_yn,r_yn,spark_yn,aws_yn,excel_yn
Business Intelligence Analyst,$90K-$149K (Glassdoor Est.),"Your function


Job title:Business Intelligence Analyst

Job Duties:Assist business managers in making data driven decisions by providing tools, analyses, insights and advice; perform detailed analysis on complex business problems in close cooperation with business stakeholders and based on a thorough understanding of business needs; translate business needs into solutions, design a plan and get support from stakeholders, and manage implementation accordingly; coordinate with cross functional teams to optimally support the business on a daily basis; build and manage queries to extract data from multiple data sources using Hyperion Business Intelligence software; understand and work with multiple front and back office systems (Infolease, OLM, ILS, Final, Forward3k, Softpar) and data warehouses; perform data modeling to construct an optimal data structure in an SQL server environment, and manage that environment. Work with microsoft Visual Studio (SSIS, SSAS, SSRS) to load data, apply business logic and create data views in an SQL server environment; perform advanced analytical calculations using IBM SPSS syntax programing language; develop statistical regression and classification models to predict the behavior of the customer. Use the R language to develop and implement predictive models using artificial intelligence techniques; design and build interactive dashboards using Qlik Sense and Microsoft Power BI, and monitor the Qlik Sense environment; develop macros in Visual Basic (VBA) to automate custom business reports.

Job Requirements:The position requires a Masters degree, or foreign equivalent, in Data Science, Information Systems, Information Technology, or a related field plus two (2) years of post-baccalaureate work experience in the job offered or in a related position. Experience must include demonstrable experience with the following: SQL; MS SQL Server Management Studio (SSIS, SSAS, SSRS); Qlik Sense; MS Power BI; Visual Basic; R.

CONTACT: How to apply: please send resume via e-mail to recruitment.us@dllgroup.comreferencing 12056.13. EOE.",4.1,"De Lage Landen
4.1","Wayne, PA",-1,5001 to 10000 Employees,1969,Company - Private,Investment Banking & Asset Management,Finance,$50 to $100 million (USD),-1,90,149,119.5,De Lage Landen,PA,0,51,0,0,0,0,0,0
Data Engineer,$90K-$149K (Glassdoor Est.),"Data Engineer Northern, VA

Data Engineer

NuWave Solutions is seeking Data Engineers to design and implement distributed, cloud-native data pipelines, storage systems, and query support. These capabilities will support next-generation defense and intelligence operations with a focus on enabling machine learning and automation. Teams will be working in an Agile development environment and expected to identify and mitigate risks and bottlenecks associated with big data environments. Other responsibilities include:
Architect, design, and implement updates and enhancements to data repositories and indices to support data ingest, enrichment, analysis, visualization, and dissemination
Perform database engineering and management activities associated with designing, developing, maintaining, and enhancing Big Data analytic systems using an Agile DevSecOps model
Integrate data from multiple sources in batches and real-time
Review, design, and develop data quality management processes and automated procedures intended to produce high levels of data integrity
Research and recommend solutions to complex problems
Oversee code reviews and delivering feedback regarding designs/code
Perform research and development and provide technical support to identify and integrate new and emerging technologies into the data environment
Design and implement storage and indexing strategies to provide efficient storage and retrieval to support visualizations such as graph-based and geospatial indices
Support design and development of data access APIs that allow enterprise access (as appropriate) to data
Develop or provide input to engineering artifacts associated with the data repositories
Requirements
Active Top-Secret clearance required
Minimum (positions are available at multiple levels of seniority) of a bachelor’s degree and 3 years of experience in a science or engineering field
Experience with SQL databases
Data transformation experience with scripting (Python, Java, Perl, PL/SQL) or platforms such as Spark, Talend, Knime, or Pentaho
Strong problem-solving skills
Good written and oral communications skills
Preferred Skills
Familiarity with no-SQL databases like Neo4j, ElasticSearch, or Cassandra
Familiarity with SQL query engines, preferably PrestoDB or SparkSQL
Familiarity with distributed platforms (i.e. HBase, Kafka, Spark, NiFi) and the cloud (i.e. AWS, GCP, Azure), preferably Amazon Web Services
Experience integrating open API based data access and processing
DOD8570 IAT Level 1 or 2 certified (A+, Security+, etc. certification)
About NuWave Solutions

NuWave Solutions is a recognized leader in providing anticipatory intelligence and advanced data analytics to the defense, intelligence, and private sectors for over 20 years. Leveraging artificial intelligence and machine learning methodologies, NuWave Solutions streamlines the Data-to-Decision lifecycle faster than traditional practices allowing clients to take action with confidence.

For more information on how NuWave Solutions supports its clients and builds upon success, please visit https://www.nuwavesolutions.com

Position Details

Locations of Positions: Reston, McLean, or Herndon, VA; Joint Base Andrews-Bolling, DC; Suitland, MD

Travel Required (CONUS/OCONUS): CONUS

If Travel is required, how much? 5%

Work Schedule: Day Shift

Authorization to work in US is required

8570 Requirements: N/A

NuWave Solutions is an Equal Opportunity Employer/Veterans/Disabled

Tagged as: Data Engineer",4.4,"NuWave Solutions
4.4",Virginia,-1,51 to 200 Employees,1999,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),-1,90,149,119.5,NuWave Solutions,VA,0,21,1,0,0,1,1,0
Data Analyst - Online Education,$90K-$149K (Glassdoor Est.),"THIS IS NOT A REMOTE POSITION


THIS POSITION WILL BE BASED OUT OF THE

TUCSON CORPORATE OFFICE

ESSENTIAL FUNCTIONS
Utilize advanced statistical abilities and tools to interpret data sets, paying particular attention to trends and patterns that could be valuable for diagnostic and predictive efforts.
Prepare reports and visualizations that effectively communicate trends, patterns, and predictions.
Assist with preparing, collecting, and analyzing quantitative (surveys, etc.) and qualitative (focus groups, etc.) data from students, faculty and staff.
Partner with stakeholders to gain a thorough understanding of needs.
Mine data from primary and secondary sources and reorganizes into a format that can be easily read by human or machine.
Work closely with IT in establishing data systems protocols for data needs.
Coach team members on how to use tools to their greatest benefit.
The list of essential functions is not exhaustive and may be supplemented.

MINIMUM QUALIFICATIONS
Bachelor’s Degree or higher, preferably in a computational field such as computer Science, Mathematics, Statistics, Physics, Engineering.
Three (3) years of experience working with large data sets or relational databases.
Three (3) years of experience with forecasting, trend analysis, and predictive modeling.
Demonstrated experience using SQL, Excel, R or Python, and visualization platforms such as Tableau or Power BI.
Experience working in higher education preferred.
Take initiative and ownership of projects.
Problem solving and analytical skills.
Business acumen.
Time management skills and able to prioritize and deliver projects and deliverables on time.
Comfortable working in a fast-paced, entrepreneurial environment.
Collaborative and team focused.",4.6,"Pima Medical Institute
4.6","Tucson, AZ",-1,1001 to 5000 Employees,1972,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1,90,149,119.5,Pima Medical Institute,AZ,0,48,1,0,0,0,0,1
Data Engineer,$90K-$149K (Glassdoor Est.),"Cadent powers the evolution of TV brand advertising. We provide marketers, agencies, operators, and media owners with data-driven solutions for buying and selling TV advertising. By connecting brands with opportunities across national inventory sourcescable, broadcast, and digital mediaour technology improves efficiencies and boosts the results of linear, addressable, and cross-screen campaigns.

Right now we are looking for a self motivated Data Engineer to join the team responsible for ingesting, processing, and distributing the data used by Cadent's data-driven business systems. This position will work directly with our Data Science, Business Intelligence and Software Development teams to produce these systems.

About you:
You have a strong aptitude for querying data sets from heterogeneous sourcesboth structured and unstructured
You have commercial experience with both distributed systems, e.g. Hadoop and Spark, cloud ecosystems like AWS and Azure, and traditional relational database systems
You have a conceptual understanding of advanced numerical programming and will be able to verbalize the story of the data in business terms.
You can easily work with a diverse team to achieve a common goal
What you will do:
Process unstructured data into a form suitable for data consumers
Create data pipelines from various data sources through the different data lake zones to make data available for query and reporting
Collaborate with data scientists on data selection, preprocessing and formatting for analysis
Collaborate with software development teams to productize analytical tool prototypes
Collaborate with business stakeholders and third parties to improve external data sources
Support business decisions with ad hoc data analysis as needed
Actively participate in architecting Cadent's Data Lake solution.
Your education and experience:
B.S. or higher in Computer Science, Software Engineering, or related field
3 years of commercial development of efficient and robust ETL and data processing workflows
2 years of commercial experience with AWS or Azure ecosystem and Spark programming
Experience with AWS S3, Glue, Athena, Lambda, EC2 desirable
3 years of commercial experience programming in a functional programming language such as Scala and/or an object-oriented programming language such as Java/C#/Python
Commercial experience with relational database management systems and SQL queries
Demonstrable analytical and quantitative numerical programming experience
Good presentation and communication skillsvisual and verbal
Experience working in both Unix/Linux and Windows environments is a plus.


If the leading edge of media technology is the place you want to be, please contact us today and let's start the conversation!

/CADENT/ is an EOE M/F/D/V. We do not work with 3rd Party Staffing Agencies.

]]>",2.9,"Cadent
2.9","Philadelphia, PA",-1,201 to 500 Employees,-1,Company - Private,TV Broadcast & Cable Networks,Media,Unknown / Non-Applicable,-1,90,149,119.5,Cadent,PA,0,-1,1,0,0,1,1,0
Data Scientist,$90K-$149K (Glassdoor Est.),"Overview


JM&A Group is one of the largest independent providers of finance and insurance (F&I) products in the automotive industry. For nearly 40 years, the company has helped automobile dealers achieve unsurpassed levels of performance. JM&A Group provides more than 3,800 dealerships with a variety of products and services, such as new and used vehicle protection plans, pre-paid maintenance plans and GAP protection programs. Among JM&A Group’s competitive advantages is its robust training and consulting services for F&I professionals, and the company is actively evolving to meet consumer preferences to remain a market leader and a partner of choice.

Job Description


JM&A, a division of JM Family Enterprises, Inc., is looking for an experienced Data Scientist to join its Customer Services Admin team. The Data Scientist will partner with stakeholders from various business functions to identify data science opportunities, have the knowledge, experience and technical skills to leverage internal and external data, and apply the right machine learning/big data technologies to turn such data into valuable insights and solutions for the company. The candidate will be tasked with gathering and integrating large volumes of data to develop complex predictive / machine learning models to drive actionable results and insights especially in the areas of fraud / anomaly detection, claims automation / self service and general efficiency opportunities. This is a highly visible and impactful role where the Data Scientist will interact with the senior and executive level management and have the opportunity to influence what we do and how we do it through data science.

Responsibilities:
Create a collaborative and effective working relationship with functional leaders to understand business problems, identify opportunities / use cases to improve the performance of our businesses
Lead / Contribute to the development of actionable solutions. This includes all aspects of the solution development including problem and goal definition, defining a plan for:
Sampling of the data and conducting experiments
Data extraction
Ingestion and processing (outlier and missing data handling)
Exploratory data analysis
Feature engineering (weight of evidence, label encoding, label count encoding, target encoding, time-series, polynomial interactions, binning, outlier handling)
Feature selection (forward, backwards, information value)
Hyperparameter optimization of machine learning models
Experiment tracking for A/B testing and reproducibility, model evaluation, model interpretability, results communication and deployment
Contribute to the adoption and better understanding across the company of data science best practices and tools and stay up to date regarding new knowledge and developments in this domain
#LI-JD1

Job Requirements
Core skills in Computer Science: Data Structures, Algorithms, Programming Paradigms and Relational Databases
Deep working experience applying statistics and machine learning techniques to real-world problems and data and deploying models to production
Hands-on experience with SQL and tools to access databases
Expertise in Python and R
Expertise with open source data mining/machine learning/big data programming libraries, models and frameworks (e.g. Pandas, Scikit-Learn, H2O, TSFresh, FeatureTools, MLflow, Shap, Microsoft Interpret, Tensorflow, Statsmodels, Pandas-Profiling, Seaborn, Plotly, Spark, Koalas)
Working experience with cloud computing services such as Amazon AWS, Microsoft Azure or Google Cloud Platform
Excellent presentation skills to non-technical Associates communicating complex concepts in terms the audience can understand through understandable language, tables and visualizations
When evaluating the candidate, special attention will be paid to the following competencies:
Intellectual Curiosity and Critical Thinking, necessary to analyze a problem from multiple perspectives and examine the interrelationships between data that may appear superficially unrelated
Autonomous, to own projects end-to-end; ability to work on the entire stack without being dependent on other team members
Focus, to design and test a technique over days and weeks, find it doesn’t work, learn from the failure, and try again
Creativity, to invent and try new approaches to solving a problem
Attention to Detail, in order to maintain rigor and to detect and avoid over-reliance on intuition when examining data
Clear and concise written and oral communication, in order to communicate complex quantitative analysis in a clear and precise manner
Interpersonal skills, necessary to build good working relationships and work as part of a team
PhD or Masters in Computer Science, Statistics, Computer Science, Math or a related discipline or equivalent skill set",4.0,"JM&A Group
4.0","Deerfield Beach, FL",-1,501 to 1000 Employees,1978,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,-1,90,149,119.5,JM&A Group,FL,0,42,1,0,0,1,1,1
"Senior Manager, Analytical Development (Molecular Biology)",$90K-$149K (Glassdoor Est.),"Who we are

REGENXBIO is an exceptional place to work. You'll have the opportunity to collaborate with some of the best and the brightest people, touch amazing science, and be a part of extraordinary plans. Our core values: Trust, Accountability, Perseverance, and Innovation drive everything we do. We aim to bring these values to life every day with all that we do, and we believe that what we do matter - to patients, to their families, and to their communities.

The opportunity

You will be responsible for leading a team of analytical scientists to ensure that analytical methods related to the development, manufacture and release of gene therapy products are scientifically sound, effectively use current available technologies, are appropriate for the stage of development, and in alignment with regulatory expectations.

What you’ll be doing
Lead a team of scientists and associate scientists to develop analytical methods for gene therapy products with specialization in molecular biology.
Develop analytical methods used for the determination of genome copy concentration, next generation sequencing and process-related impurities of rAAV products
Provide technical and scientific guidance to team members
Ensure analytical development activities conducted internally and with contracted services lead to robust methods that support product testing and release
In collaboration with Research Organizations and contract laboratories, ensure the development of new analytical methods to support the timely development and release of new gene therapy products
Ensure assays are adequately qualified for the current stage of clinical development, and manage analytical transfer activities between labs
Troubleshoot and resolve analytical method issues to successful resolution
Write and review applicable sections of regulatory filings
Manage technology transfers between research organizations, in-house and contract laboratories
Working with other Analytical Development and QC team leaders, collectively establish sound technical capability, efficient operational structure and a compliant laboratory operational system to enable continued support across the project life cycle from early phase clinical support to later phase and commercial operations
Maintain familiarity with scientific literature and apply it appropriately to projects (such as evaluating new methodologies and techniques)
Collaborate with Quality, R&D, contract manufacturers and contract test labs to ensure that all applicable analytical test methods are appropriate for the stage of clinical development and sufficiently qualified in a timely manner to support ongoing studies and future late-stage development
What we’re looking for

We set our employees up for success. To be successful in this role and help us achieve our goals, we are looking for someone with the following skills and qualifications:
Bachelor’s degree in relevant scientific discipline with at least 12+ years direct relevant experienceor Master’s degree in relevant scientific discipline with 10+ years of relevant experienceorPhD in relevant scientific discipline with 7+ years of industry or post-doctoral experience
Hands on experience and knowledge in developing scientific approaches using the latest methods in the field of molecular biology. Experience in developing quantitative PCR and ELISA methods is highly desirable
Demonstrated track record of compliance with current regulations, with direct experience in regulatory submissions for IND/BLA and other related product development activities
Ability to independently plan and perform experiments that support scientific activities and project goals
Strong technical skills in data analysis
Ability to interpret data, draw conclusions, and recommend next steps
Ability to develop a wide range of methodologies/technologies and perform advanced data analysis
Strong facilitation, collaboration, and leadership skills: proven ability to communicate (written and verbal) clearly, concisely, comprehensively and objectively, to provide appropriate context, encourage multiple perspectives for rigorous analysis and discussion, solve problems, drive consensus and make decisions when needed
Proven ability to pragmatically manage projects in accordance with risk, quality/regulatory standards and business objectives (timelines, budgets) by demonstrating flexibility in the timing and depth of activities,elucidating challenges to progress, and developing mitigation options
Why should you apply?

By joining REGENXBIO, you will have the opportunity to be a part of a growing company and incredible team passionate about developing novel AAV gene therapy products to our patients.

We offer a comprehensive and competitive benefit plan which includes market-competitive salaries, an annual bonus program, education assistance, retirement plan with employer match, stock options at all levels, summer hours and more!

In addition, professional development is important to us. By joining our team, you’ll have the opportunity the be exposed to challenging projects and development resources to help you grow personally and professionally.",4.1,"REGENXBIO
4.1","Rockville, MD",-1,201 to 500 Employees,2009,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD),-1,90,149,119.5,REGENXBIO,MD,0,11,0,0,0,0,0,0
Data Scientist l,$90K-$149K (Glassdoor Est.),"Data Scientist l

Job Details
Level
Experienced
Job Location
New York - New York, NY
Position Type
Full Time
Education Level
4 Year Degree
Salary Range
Undisclosed
Travel Percentage
None
Job Shift
Undisclosed
Job Category
Information Technology
Description
Greater New York Mutual Insurance Company (""GNY"") is an A+ rated, financially stable and growing property casualty insurance company with locations throughout the Northeast.

We are currently looking for a dynamic and highly motivated Data Scientist for our New York office.

Responsibilities:
Provide innovative solutions on big data by utilizing machine learning techniques
Develop, implement, and maintain predictive and machine learning models
Utilizing machine learning techniques on pricing refinement, claims insights, and business decisions
Provide visualization solutions for portfolio management
Present business solutions based on machine learning models to senior management
Qualifications
Bachelor’s or Master’s degree obtained from an accredited institution preferably in Data Science, Statistics, Computer Science, Actuarial, or a related field
3-5 years of professional experience specialized in machine learning
Strong background in data science, machine learning, and visualization
Excellent understanding of machine learning techniques and algorithms including classification, clustering, regression, decision tree, random forest, neural networks, deep learning etc.
Proficient in R, Python, SQL, VBA, Tableau
Excellent oral and written communication skills",3.8,"GNY Insurance Companies
3.8","New York, NY",-1,201 to 500 Employees,1914,Company - Private,Insurance Carriers,Insurance,$100 to $500 million (USD),-1,90,149,119.5,GNY Insurance Companies,NY,0,106,1,0,0,0,0,1
Asset Manager - Houston Corporate,$90K-$149K (Glassdoor Est.),"Venterra Realty is a rapidly growing owner/operator of multi-family apartments with 60 apartment communities across 16 major US cities. Were honored that over 29,000 people and more than 5,000 pets call Venterra home! We have completed over $5.6 billion in transactions and manage a current portfolio of approximately $3 billion. Our current annual revenues are approximately $300M which we achieve on the commitment and dedication of over 600 team members.

COVID-19 has created some big changes in all of our daily lives, and weve made a number of significant changes to our operations, but at the end of the day, were still in the people business, and people will always deserve an amazing place to call home. So, while the way were doing business has changed, were still hiring across the Venterra portfolio!

Founded in 2001, we haven't just expanded our size; we've grown into a company that is paving a new way in the industry, where our employees can truly make a difference, career growth is available, and where our residents are provided an amazing living experience.

Were honored to have received the following workplace recognitions:
2017 & 2016Glassdoor Best Place to Work
2019, 2018, 2017, & 2016Fortune Top 100 Best Medium Workplaces
2018 FortuneBest Workplaces for Diversity
2020, 2019 & 2018 FortuneBest Workplaces in Texas
2018Houston Top Workplaces
2018Glassdoor Top CEOs
50 Most Engaged Workplaces by the Achievers Corporation
""Top-Rated""recognition for 98% of our communities by ApartmentRatings.com
We are looking for people who:
Have strong personal values and want to work for a values-based company
Are ambitious and hard working with exceptionally high personal standards
Embrace problem-solving and learning new skills
Thrive in a rapidly changing and high growth environment
Are passionate about driving continuous improvements and the use of technology with data to drive business results
THE ROLE

Venterra is searching for an Asset Manager to help drive excellence in Multifamily Operations. Based at our Houston Corporate office, the Asset Manager is an important function of team that closely manages asset performance and property operations activities for an approximate $3 Billion Real Estate portfolio. The Asset Manager will pair an intimate knowledge of multifamily operations with a forensic financial analysis acumen to provide strategic recommendations on maximizing financial performance of our multifamily assets.

THE DETAILS
Monitor asset financial performance of multifamily properties and portfolio and providing key diagnosis and strategic recommendations on areas of challenge and opportunity
Monitor and review market trends, submarket data, and area supply indicators to apply a data science approach to the development of maximization strategies at the individual asset level
Diagnose and respond to inquiries regarding property performance, market challenges, occupancy issues, and various other drivers of asset financial performance
Develop and maintain effective revenue maximization strategies for strengthening the revenue performance of multifamily assets across diverse markets
Recommend and implement best practice processes and procedures that will allow Venterra to successfully achieve its financial growth objectives
Review monthly revenue and compliance reporting with high focus on producing investor and lender reporting while providing feedback and guidance to regional and property management teams
Experience in asset management oversight and analysis of value add renovations and new construction projects
Develop, present, and implement property performance assessments on a routine basis
Participate in underwriting multifamily properties with the ability to review market comp analysis, typical equity and debt structures, and various due diligence functions of Venterras acquisition process
Experience in analyzing and overseeing revenue management, multifamily annual operating and capital budgeting, variance reporting on financial reports and balance sheets
Perform detailed market research through a variety of data tools by extracting, modeling, and presenting market performance data in support of revenue, acquisitions, and operations initiatives
Actively participate in the definition, development, and documentation of business requirements, objectives, deliverables, and specifications on a project-by-project basis in collaboration with internal users and various departments
Assist and potentially directly manage the acquisition due diligence, dispositions, and refinance of multifamily properties process as well as property takeover
Provide support to the property development efforts through revenue and benchmarking analysis
Experience in understanding with the ability to analyze real estate contracts.
THE QUALIFICATIONS
Bachelors degree with an emphasis on Finance, Accounting, Real Estate, or other business-related field (Advanced degree preferred)
Progressive experience in an Asset Management or Senior Operations function of Real Estate (multifamily experience highly preferred)
Working knowledge of in Real Estate Investments, Multifamily Property Management, and Asset Underwriting
Proficient technical understanding with the ability to demonstrate moderate to advanced knowledge of MS Excel in financial modeling capabilities (There is a written and application-based Excel test in the interview screening process)
Ability to create and implement strategic business plans for real estate assets
Self-starter with a strong sense of ownership, professional excellence, and assertive follow-through
Must be able to effectively communicate with Senior Management and internal business partners
Strong analytical and organizational skills with a passion for attention to detail is a must
Excellent verbal and written communication skills
Travel 25% - 50% of time (dependent on property acquisition volume)
THE BENEFITS
Competitive Base Salary and performance bonus
A robust package of Health (Medical (PPO), Dental, Vision), 401k matching, paid vacation benefits and employer-paid Short Term Disability, among other things
Educational Assistance / Reimbursement to support your drive to learn
Opportunity to grow within the acquisitions/growth teams, operations, and corporate office
Better Living program where you are incentivized to reach personal goals or participate in company-wide challenges
Quarterly Lifelong Learning Challenges to support your professional growth in ways that are meaningful to you
8 paid hours per year of Volunteer Time Off to serve the organization(s) of your choice
Free enrollment into the Dave Ramsey SmartDollar financial wellness program, including the EveryDollar budgeting app
Access to thousands of employee discounts with BenefitHub
Know someone who would be perfect for a role with us? Refer them to us for their job search and you could be $250 richer!",4.7,"Venterra Realty
4.7","Houston, TX",-1,501 to 1000 Employees,2001,Company - Private,Real Estate,Real Estate,$100 to $500 million (USD),-1,90,149,119.5,Venterra Realty,TX,0,19,0,0,0,0,0,1
Data Engineer,$90K-$149K (Glassdoor Est.),"About the Position


Mist, a Juniper Company, is the first vendor to bring enterprise-grade Wi-Fi, BLE and IoT together through a highly scalable cloud architecture. Our mission is to deliver personalized location-based wireless services by making Wi-Fi predictable, reliable and measurable. At Mist, we built the first AI-empowered platform to provide an unprecedented visibility into the user experience. Mist is the new global standard for many fortune 500 companies.

The mission of the Data Science team at Mist is to deliver AI driven self-driving network solution. We build analytics infrastructure, insights, models and tools, to empower our AI platform. Data Engineers on the team will be the enabler and amplifiers. This position offers limitless opportunities for an ambitious data science engineer to make an immediate and meaningful impact within a hyper growth team.

We are looking for a talented and driven individual to partner closely with data scientists, build and scale our self-driving network solution. He/she is encouraged to think out of the box and play with the latest technologies while exploring their limits. Successful candidates will have strong technical capabilities, a can-do attitude, and are highly collaborative.

Minimum Qualifications:
Fluent with Python, Java, or Scala
5+ years of experience of developing and managing streaming or batch data pipelines. Hands on experience with either one or all, Storm, Spark, Kafka and Flink .
Familiarity with cloud based platforms - AWS or GCP
Working knowledge of message queuing, stream processing, and highly scalable ‘big data’ data stores.
Highly motivated to build a great product and great codebase in a fast-paced environment
Strong communication skills with a growth and learning mindset
Preferred Qualifications:

MS in Computer Science, Electrical Engineering or other Engineering majors with 10+ years of total experience.
Knowledge and experiences of using machine learning tools such as Numpy, ScikitLearn, MLlib, Tensorflow
Juniper Networks is enrolled in E-Verify® and will be participating in E-Verify in addition to our Form I-9 process. www.dhs.gov/E-Verify
Juniper Networks is an Equal Opportunity/Affirmative Action Employer.",3.9,"Juniper Networks
3.9","Cupertino, CA",-1,5001 to 10000 Employees,1996,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),-1,90,149,119.5,Juniper Networks,CA,0,24,1,0,0,1,1,0
Risk Analyst – Fraud Prevention & Strategy -,$90K-$149K (Glassdoor Est.),"Monday, August 24, 2020

Merrick Bank is a top-25 credit card issuer and merchant acquirer in the VISA/MasterCard networks, and a major recreational vehicle lender.
The Bank is a Utah Financial Institution and a member of the FDIC.

At
Merrick Bank, we specialize in credit programs that assist people looking to
build or rebuild their credit. We are FDIC insured and recognized as a top-20
issuer of Visa® cards. In total, we proudly serve over 2.4 million cardholders
and have extended over $5.3 billion in credit.

Our
Mission is to make a positive difference in the lives of our customers, our
employees, and our community. We work hard to create a work environment that
empowers our associates to grow, learn, and reach their potential.

Job Summary:

The position will support the Fraud Prevention &
Strategy group through data analysis and reporting of transaction based fraud. This
includes measuring and analyzing the account and transaction activity and performance
to develop prevention strategies. This position requires significant technical
knowledge of data bases and analytical tools such as SAS, SQL, Python, etc.

Requires Skills, Abilities, Knowledge and Experience:

·
Bachelor’s
degree in MIS, Data Science, or related disciplines/experience.

·
Minimum
2 years of demonstrable analysis using SAS/SQL/Python or equivalent analytical
software. Credit card or consumer credit portfolio management experience
preferred.

·
Experience
in loan origination systems and credit bureau data preferred.

·
Superior
problem solving, communication, verbal/written presentation skills and the
ability to work independently.

Primary Duties:

·
Create
and maintain transaction fraud database for analytics and management reporting.

·
Identify,
segment and analyze fraud behaviors and support development of fraud prevention
strategies with data and analytics.

·
Prepare/present
monthly analysis of factors that influence the fraud performance and provide
estimates of future losses.

What’s in it
for you:

Competitive
salary (DOE)

Benefits
package -Medical, Dental and Vision (plus much more)

401(k)
Plan with Company Match

Short
& Long Term Disability

Group
Life and AD&D Insurance

Paid
Vacation, Holidays, and Personal Days

Employee
Events, including Employee Appreciation Day, Holiday Party, etc.

Tuition
Reimbursement Program

Candidates
must have unrestricted authority to work in the United States without
sponsorship.

Merrick Bank
is an equal opportunity employer. We evaluate qualified applicants
without regard to race, color, religion, sex, national origin, disability,
veteran status, and other legally protected characteristic. The EEO is
the
Law poster is available here: http://www1.eeoc.gov/employers/poster.cfm

Please go to
our website www.merrickbank.com to apply and learn more about our company

We are an equal opportunity employer. Merrick Bank will do a thorough background check for all hires. This includes a review of your personal credit history, drug testing, background check, and employment/personal references. A good credit history is important.

Other details
Job Family
Credit Risk Management
Pay Type
Salary",3.5,"Merrick Bank
3.5",Utah,-1,201 to 500 Employees,1997,Company - Private,Banks & Credit Unions,Finance,Unknown / Non-Applicable,-1,90,149,119.5,Merrick Bank,UT,0,23,1,0,0,0,0,0
Data Scientist -,$90K-$149K (Glassdoor Est.),"Our Mission
We’re here to create a safer, happier and more mindful future for all with the help of data science, engineering, design, and mobile technology. We're starting by reinventing insurance, by rethinking the technologies that enable it, but our true goal is to build a platform that rewards people for driving well — creating safer roads with fewer accidents in the process.

Backed by impressive funding, we're poised to re-engineer a trillion-dollar category. We’re using rich customer insights, advanced technology and data science to build our cloud-native InsurTech solution. We're out to change behavior and promote mindful living.

Job Requirements
You must have all the skills and experiences associated with one of the options below. These options change over time and reflect the current needs of the team.
Option one - Telematics ML
Machine learning: Kaggle grandmaster-level skills with history of deploying models to production
Telematics experience: You have led telematics modeling at a major company known for telematics
Software development in Python: Strong scientific Python skills using pandas, scikit-learn, and statsmodels, as well as strong understanding of model deployment patterns
Option two - Telematics DL
Deep learning: Experience contributing new deep learning research to solve previously unsolved problems
Telematics experience: You have led telematics modeling at a major company known for telematics
Software development in Python: Strong scientific Python skills using pandas, scikit-learn, and statsmodels, as well as strong understanding of model deployment patterns
Option Three - Contact Center Optimization
Contact center knowledge: You are an expert at using data science methods to optimize contact centers
Machine learning: Strong understanding of ML theory with significant applied experience
Software development in Python: Strong scientific Python skills using pandas, scikit-learn, and statsmodels, as well as strong understanding of model deployment patterns
More details
Salary: We invest in first-rate people and pay top-of-market salaries for most positions, factoring in experience, talent and location. We do not offer equity.
Benefits: Medical, dental, vision, 401(k), wellness reimbursement, four weeks of vacation + six weeks of parental leave, and great work-life balance. Our office building offers on-site shower and bike stalls, and panoramic views of San Francisco.
Location: Due to COVID-19 our teams are all working remotely through 2020. We provide an in-home office set-up including laptop, monitor, ergonomic desk, chair and other items as needed
Location: Post COVID-19: San Francisco, CA near Montgomery Bart Station
All are welcome at Blue Owl. We are an equal opportunity and affirmative action employer who values diversity and inclusion and looks for applicants who understand, embrace and thrive in a multicultural world. We do not discriminate on the basis of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.

If you are a San Francisco resident, please read the City and County of San Francisco's Fair Chance Ordinance notice.
https://sfgov.org/olse/sites/default/files/FCO%20poster2020.pdf",4.5,"Blue Owl
4.5","San Francisco, CA",-1,51 to 200 Employees,2016,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,90,149,119.5,Blue Owl,CA,0,4,1,0,0,0,0,0
